week,date,n_weeklyresid,year,uniqueinds,weeklyresid,weeklyreldev,MonthStart,GroupSize
1,07/01/1998,23,1998,10,6.115005964,1.010650053,01/01/1998,12.4075
2,14/01/1998,21,1998,9,27.49403213,1.04294896,01/01/1998,12.4075
3,21/01/1998,22,1998,8,38.24853963,1.058595517,01/01/1998,12.4075
4,28/01/1998,17,1998,5,7.004791776,1.010897465,01/01/1998,12.4075
5,04/02/1998,16,1998,8,-14.77307327,0.978275799,01/02/1998,13.17274869
6,11/02/1998,33,1998,11,-27.95042469,0.956455302,01/02/1998,13.17274869
7,18/02/1998,30,1998,9,-38.71657445,0.941524573,01/02/1998,13.17274869
8,25/02/1998,27,1998,9,-5.897623283,0.99224502,01/02/1998,13.17274869
9,04/03/1998,46,1998,16,-15.5134316,0.977647195,01/03/1998,13.48321771
10,11/03/1998,78,1998,16,-18.66594145,0.972315434,01/03/1998,13.48321771
11,18/03/1998,46,1998,18,-36.13650933,0.94239194,01/03/1998,13.48321771
12,25/03/1998,40,1998,16,-38.81177306,0.939196798,01/03/1998,13.48321771
13,01/04/1998,42,1998,16,-25.63160959,0.960473592,01/04/1998,14.33630952
14,08/04/1998,30,1998,11,-6.009229313,0.992203852,01/04/1998,14.33630952
15,15/04/1998,52,1998,13,-1.693784753,0.999291967,01/04/1998,14.33630952
16,22/04/1998,48,1998,12,-11.91453813,0.984554261,01/04/1998,14.33630952
17,29/04/1998,58,1998,14,-10.70229573,0.985158451,01/04/1998,14.33630952
18,06/05/1998,34,1998,10,-16.55049141,0.977286892,01/05/1998,12.66959035
19,13/05/1998,41,1998,16,0.176751151,1.002717343,01/05/1998,12.66959035
20,20/05/1998,46,1998,17,-4.155603166,0.995546879,01/05/1998,12.66959035
21,27/05/1998,69,1998,22,1.453799061,1.003471784,01/05/1998,12.66959035
22,03/06/1998,71,1998,23,0.579291667,1.00192632,01/06/1998,12.54684898
23,10/06/1998,76,1998,20,-7.982057797,0.987844322,01/06/1998,12.54684898
24,17/06/1998,54,1998,24,-14.29236552,0.979355322,01/06/1998,12.54684898
25,24/06/1998,48,1998,24,-24.99968677,0.961862297,01/06/1998,12.54684898
26,01/07/1998,48,1998,24,-16.32474782,0.975056755,01/07/1998,12.4453125
27,08/07/1998,1,1998,1,-68.56341572,0.903779209,01/07/1998,12.4453125
28,15/07/1998,48,1998,23,-9.6980093,0.985915201,01/07/1998,12.4453125
29,22/07/1998,87,1998,25,-18.41625521,0.971427036,01/07/1998,12.4453125
30,29/07/1998,94,1998,25,-16.74592847,0.97257345,01/07/1998,12.4453125
31,05/08/1998,73,1998,22,-18.2027681,0.971279423,01/08/1998,12.34438044
32,12/08/1998,75,1998,24,-19.98159946,0.969097734,01/08/1998,12.34438044
33,19/08/1998,54,1998,24,-25.88621023,0.960365363,01/08/1998,12.34438044
34,26/08/1998,32,1998,12,4.554481719,1.007821553,01/08/1998,12.34438044
35,02/09/1998,58,1998,25,-2.366969191,0.996776352,01/09/1998,11.29772037
36,09/09/1998,22,1998,15,3.148537593,1.005790896,01/09/1998,11.29772037
37,16/09/1998,12,1998,6,-12.70105146,0.982748029,01/09/1998,11.29772037
38,23/09/1998,58,1998,19,-2.058759711,0.997800642,01/09/1998,11.29772037
39,30/09/1998,67,1998,20,8.923948653,1.013948437,01/10/1998,11.05589364
40,07/10/1998,64,1998,19,0.789067109,1.001124189,01/10/1998,11.05589364
41,14/10/1998,22,1998,15,28.84702624,1.04525743,01/10/1998,11.05589364
42,21/10/1998,29,1998,15,68.83962936,1.102361201,01/10/1998,11.05589364
43,28/10/1998,31,1998,16,54.03724407,1.084490489,01/10/1998,11.05589364
44,04/11/1998,29,1998,17,59.82333452,1.093368846,01/11/1998,11.30895271
45,11/11/1998,40,1998,19,58.9145253,1.090528798,01/11/1998,11.30895271
46,18/11/1998,52,1998,17,22.64960706,1.036809643,01/11/1998,11.30895271
47,25/11/1998,65,1998,18,17.63892645,1.027542524,01/11/1998,11.30895271
48,02/12/1998,38,1998,18,7.754128722,1.012900292,01/12/1998,11.90696069
49,09/12/1998,35,1998,17,-12.5324482,0.982145198,01/12/1998,11.90696069
50,16/12/1998,50,1998,17,5.938989704,1.010978381,01/12/1998,11.90696069
51,23/12/1998,40,1998,15,9.084264807,1.016490243,01/12/1998,11.90696069
52,30/12/1998,28,1998,14,9.00506559,1.015738631,01/12/1998,11.90696069
1,07/01/1999,42,1999,17,6.589032653,1.009238634,01/01/1999,12.73208177
2,14/01/1999,28,1999,15,3.95961845,1.006916408,01/01/1999,12.73208177
3,21/01/1999,62,1999,21,23.64714513,1.036651457,01/01/1999,12.73208177
4,28/01/1999,54,1999,20,37.4428138,1.057968033,01/01/1999,12.73208177
5,04/02/1999,41,1999,15,34.17662811,1.053074943,01/02/1999,14.68044092
6,11/02/1999,77,1999,26,19.3541761,1.030342562,01/02/1999,14.68044092
7,18/02/1999,52,1999,15,-1.082157407,0.999073865,01/02/1999,14.68044092
8,25/02/1999,60,1999,19,-15.16074457,0.976242707,01/02/1999,14.68044092
9,04/03/1999,63,1999,20,-38.96231604,0.939036463,01/03/1999,15.21546153
10,11/03/1999,88,1999,24,-45.65164042,0.92833144,01/03/1999,15.21546153
11,18/03/1999,104,1999,25,-47.01945284,0.928049264,01/03/1999,15.21546153
12,25/03/1999,83,1999,28,-42.75446129,0.934926016,01/03/1999,15.21546153
13,01/04/1999,28,1999,14,-13.349938,0.979990096,01/04/1999,14.52193027
14,08/04/1999,48,1999,20,-12.35899101,0.980757952,01/04/1999,14.52193027
15,15/04/1999,66,1999,25,-8.124178325,0.987204886,01/04/1999,14.52193027
16,22/04/1999,85,1999,26,6.878880584,1.010443731,01/04/1999,14.52193027
17,29/04/1999,58,1999,23,15.35241443,1.023958517,01/04/1999,14.52193027
18,06/05/1999,83,1999,28,6.442055366,1.009729778,01/05/1999,14.26666667
19,13/05/1999,62,1999,25,-1.166287204,0.998468266,01/05/1999,14.26666667
20,20/05/1999,70,1999,25,-9.958554928,0.984944967,01/05/1999,14.26666667
21,27/05/1999,80,1999,23,9.139108077,1.014169214,01/05/1999,14.26666667
22,03/06/1999,61,1999,22,21.68170803,1.032633676,01/06/1999,14.01741776
23,10/06/1999,78,1999,22,21.59642683,1.032804623,01/06/1999,14.01741776
24,17/06/1999,57,1999,20,18.51989279,1.028732723,01/06/1999,14.01741776
25,24/06/1999,76,1999,22,15.17327087,1.02366057,01/06/1999,14.01741776
26,01/07/1999,82,1999,24,13.07370698,1.020431856,01/07/1999,12.65758581
27,08/07/1999,42,1999,19,8.999153718,1.013422124,01/07/1999,12.65758581
28,15/07/1999,55,1999,22,8.930453397,1.014458304,01/07/1999,12.65758581
29,22/07/1999,46,1999,17,2.879306552,1.004121017,01/07/1999,12.65758581
30,29/07/1999,43,1999,20,0.422294031,1.000673186,01/07/1999,12.65758581
31,05/08/1999,56,1999,18,1.090363534,1.001068384,01/08/1999,12.72638617
32,12/08/1999,60,1999,16,-5.652443963,0.990830593,01/08/1999,12.72638617
33,19/08/1999,75,1999,23,-22.74827019,0.965133508,01/08/1999,12.72638617
34,26/08/1999,122,1999,25,-22.42560021,0.96451691,01/08/1999,12.72638617
35,02/09/1999,121,1999,28,-23.5037573,0.96252037,01/09/1999,13.54396082
36,09/09/1999,103,1999,29,-23.54482591,0.962423582,01/09/1999,13.54396082
37,16/09/1999,108,1999,27,-20.62908371,0.967982435,01/09/1999,13.54396082
38,23/09/1999,85,1999,28,-3.544755638,0.993015892,01/09/1999,13.54396082
39,30/09/1999,61,1999,22,-15.14571915,0.976542195,01/10/1999,10.91265535
40,07/10/1999,37,1999,13,-6.529004046,0.991313288,01/10/1999,10.91265535
41,14/10/1999,24,1999,12,30.40959112,1.049043376,01/10/1999,10.91265535
42,21/10/1999,8,1999,6,64.51258829,1.103363765,01/10/1999,10.91265535
43,28/10/1999,20,1999,8,49.06302509,1.079401104,01/10/1999,10.91265535
44,04/11/1999,11,1999,5,64.63256392,1.102524482,01/11/1999,11.78222976
45,11/11/1999,11,1999,5,15.05280243,1.020236259,01/11/1999,11.78222976
46,18/11/1999,13,1999,8,-14.41401079,0.979828188,01/11/1999,11.78222976
47,25/11/1999,19,1999,11,2.700318928,1.004570248,01/11/1999,11.78222976
48,02/12/1999,24,1999,10,-6.940218603,0.991115881,01/12/1999,14.21584967
49,09/12/1999,28,1999,9,4.64458135,1.007879927,01/12/1999,14.21584967
50,16/12/1999,10,1999,8,21.27088402,1.033443469,01/12/1999,14.21584967
51,23/12/1999,16,1999,10,32.16466453,1.050001374,01/12/1999,14.21584967
52,30/12/1999,21,1999,8,11.30806771,1.017256437,01/12/1999,14.21584967
1,07/01/2000,11,2000,9,2.491175233,1.008032024,01/01/2000,14.78293881
2,14/01/2000,33,2000,12,2.979546541,1.006333873,01/01/2000,14.78293881
3,21/01/2000,37,2000,13,26.47336168,1.040413454,01/01/2000,14.78293881
4,28/01/2000,41,2000,11,40.86031527,1.063164602,01/01/2000,14.78293881
5,04/02/2000,48,2000,16,37.05975302,1.055908248,01/02/2000,18.02678284
6,11/02/2000,37,2000,12,27.06226685,1.04097552,01/02/2000,18.02678284
7,18/02/2000,50,2000,16,13.93257705,1.021190947,01/02/2000,18.02678284
8,25/02/2000,46,2000,12,14.4495667,1.021784758,01/02/2000,18.02678284
9,03/03/2000,47,2000,19,14.46965151,1.022462256,01/03/2000,18.31212376
10,10/03/2000,52,2000,19,26.08941636,1.040603778,01/03/2000,18.31212376
11,17/03/2000,59,2000,20,-1.180957118,0.997789934,01/03/2000,18.31212376
12,24/03/2000,59,2000,16,-7.219380944,0.989053803,01/03/2000,18.31212376
13,31/03/2000,52,2000,16,-1.79844675,0.997166717,01/04/2000,19.59673698
14,07/04/2000,61,2000,19,-3.283146473,0.994960935,01/04/2000,19.59673698
15,14/04/2000,39,2000,18,14.30391927,1.021141994,01/04/2000,19.59673698
16,21/04/2000,67,2000,20,22.67856223,1.033546923,01/04/2000,19.59673698
17,28/04/2000,62,2000,20,22.41114326,1.032331403,01/04/2000,19.59673698
18,05/05/2000,64,2000,20,21.85084619,1.031564303,01/05/2000,20.80432263
19,12/05/2000,90,2000,21,29.49249674,1.042554809,01/05/2000,20.80432263
20,19/05/2000,78,2000,22,29.83589841,1.043715818,01/05/2000,20.80432263
21,26/05/2000,66,2000,22,39.9187448,1.057705926,01/05/2000,20.80432263
22,02/06/2000,72,2000,22,32.37370079,1.046972542,01/06/2000,19.82401
23,09/06/2000,73,2000,22,29.15782741,1.042184551,01/06/2000,19.82401
24,16/06/2000,83,2000,22,30.58575039,1.0449267,01/06/2000,19.82401
25,23/06/2000,72,2000,17,30.06263252,1.043941321,01/06/2000,19.82401
26,30/06/2000,60,2000,19,36.60911691,1.053034542,01/07/2000,18.77169138
27,07/07/2000,48,2000,14,33.25056635,1.048358481,01/07/2000,18.77169138
28,14/07/2000,48,2000,13,31.17959511,1.044859684,01/07/2000,18.77169138
29,21/07/2000,63,2000,18,13.69165436,1.01916094,01/07/2000,18.77169138
30,28/07/2000,54,2000,20,-0.745995844,0.999598034,01/07/2000,18.77169138
31,04/08/2000,85,2000,24,6.087299103,1.008432558,01/08/2000,20.08638221
32,11/08/2000,92,2000,22,15.78819307,1.022330799,01/08/2000,20.08638221
33,18/08/2000,78,2000,28,12.6124422,1.01812785,01/08/2000,20.08638221
34,25/08/2000,105,2000,26,8.546902479,1.012458251,01/08/2000,20.08638221
35,01/09/2000,94,2000,27,2.655678706,1.004125366,01/09/2000,19.27773463
36,08/09/2000,74,2000,21,2.790053467,1.004371376,01/09/2000,19.27773463
37,15/09/2000,108,2000,22,-6.536006088,0.991146418,01/09/2000,19.27773463
38,22/09/2000,71,2000,19,-0.335053408,1.000240574,01/09/2000,19.27773463
39,29/09/2000,80,2000,21,15.26962657,1.021806222,01/09/2000,19.27773463
40,06/10/2000,80,2000,19,22.90665099,1.032849739,01/10/2000,19.03153575
41,13/10/2000,70,2000,20,6.384751453,1.008862334,01/10/2000,19.03153575
42,20/10/2000,86,2000,26,-19.01806463,0.972543458,01/10/2000,19.03153575
43,27/10/2000,80,2000,20,-1.945200141,0.996949095,01/10/2000,19.03153575
44,03/11/2000,103,2000,24,3.513066255,1.00487834,01/11/2000,21.90041868
45,10/11/2000,113,2000,30,-13.66028077,0.980037182,01/11/2000,21.90041868
46,17/11/2000,79,2000,25,-42.26347302,0.938752727,01/11/2000,21.90041868
47,24/11/2000,54,2000,24,-45.99838577,0.935220183,01/11/2000,21.90041868
48,01/12/2000,78,2000,28,-37.39745585,0.947005854,01/12/2000,20.97708562
49,08/12/2000,51,2000,22,-6.035182827,0.991869678,01/12/2000,20.97708562
50,15/12/2000,71,2000,18,-8.675170265,0.987928905,01/12/2000,20.97708562
51,22/12/2000,38,2000,16,-16.29910043,0.976613621,01/12/2000,20.97708562
52,29/12/2000,92,2000,26,-12.27493026,0.982130231,01/12/2000,20.97708562
1,07/01/2001,60,2001,26,-23.7445687,0.964890258,01/01/2001,23.70645568
2,14/01/2001,83,2001,26,-48.10857713,0.930226847,01/01/2001,23.70645568
3,21/01/2001,86,2001,35,-63.64875674,0.906948645,01/01/2001,23.70645568
4,28/01/2001,118,2001,44,-67.71103942,0.900702694,01/01/2001,23.70645568
5,04/02/2001,160,2001,41,-31.80917433,0.953054617,01/02/2001,22.47638484
6,11/02/2001,153,2001,41,-31.97097261,0.953352011,01/02/2001,22.47638484
7,18/02/2001,151,2001,38,-31.5115794,0.954238082,01/02/2001,22.47638484
8,25/02/2001,116,2001,33,-42.05120933,0.938887336,01/02/2001,22.47638484
9,04/03/2001,74,2001,35,-41.13772667,0.939556363,01/03/2001,26.28306878
10,11/03/2001,133,2001,36,-58.60995234,0.91346516,01/03/2001,26.28306878
11,18/03/2001,104,2001,42,-57.65420072,0.914876571,01/03/2001,26.28306878
12,25/03/2001,111,2001,45,-49.08792604,0.927138803,01/03/2001,26.28306878
13,01/04/2001,110,2001,44,-26.91824459,0.960376151,01/04/2001,25.85562091
14,08/04/2001,88,2001,41,-19.44548017,0.971420366,01/04/2001,25.85562091
15,15/04/2001,96,2001,42,-21.20697278,0.968858737,01/04/2001,25.85562091
16,22/04/2001,143,2001,49,-19.70639576,0.970212989,01/04/2001,25.85562091
17,29/04/2001,177,2001,48,-2.816190788,0.995971363,01/04/2001,25.85562091
18,06/05/2001,127,2001,47,6.436352068,1.009862173,01/05/2001,26.16745772
19,13/05/2001,85,2001,42,9.071901675,1.014271795,01/05/2001,26.16745772
20,20/05/2001,152,2001,48,16.15475127,1.024527914,01/05/2001,26.16745772
21,27/05/2001,143,2001,48,11.95096394,1.0183212,01/05/2001,26.16745772
22,03/06/2001,91,2001,42,17.52070045,1.026638029,01/06/2001,25.22554035
23,10/06/2001,100,2001,40,15.02191041,1.022233209,01/06/2001,25.22554035
24,17/06/2001,118,2001,41,17.42042118,1.025875334,01/06/2001,25.22554035
25,24/06/2001,111,2001,41,12.94668537,1.019141676,01/06/2001,25.22554035
26,01/07/2001,130,2001,39,9.732279962,1.013998118,01/07/2001,22.58339195
27,08/07/2001,102,2001,36,-3.555767961,0.994941891,01/07/2001,22.58339195
28,15/07/2001,114,2001,41,3.860577285,1.005557505,01/07/2001,22.58339195
29,22/07/2001,122,2001,41,8.480772808,1.012276123,01/07/2001,22.58339195
30,29/07/2001,152,2001,49,2.519864667,1.004003196,01/07/2001,22.58339195
31,05/08/2001,130,2001,45,-14.81835557,0.979199712,01/08/2001,21.50810275
32,12/08/2001,147,2001,46,-7.617610587,0.989146983,01/08/2001,21.50810275
33,19/08/2001,125,2001,41,-17.75938103,0.974194061,01/08/2001,21.50810275
34,26/08/2001,170,2001,51,-15.55974561,0.976373793,01/08/2001,21.50810275
35,02/09/2001,137,2001,55,-16.37068431,0.974372844,01/09/2001,20.20802809
36,09/09/2001,136,2001,49,-6.877907985,0.988505204,01/09/2001,20.20802809
37,16/09/2001,114,2001,43,-1.566140342,0.99698247,01/09/2001,20.20802809
38,23/09/2001,170,2001,56,-4.65745554,0.992336513,01/09/2001,20.20802809
39,30/09/2001,132,2001,41,9.016855265,1.013707987,01/10/2001,15.99304005
40,07/10/2001,82,2001,35,21.04660904,1.031379335,01/10/2001,15.99304005
41,14/10/2001,77,2001,38,16.36968177,1.023746422,01/10/2001,15.99304005
42,21/10/2001,96,2001,36,17.35507324,1.025225389,01/10/2001,15.99304005
43,28/10/2001,33,2001,18,61.31900585,1.09605046,01/10/2001,15.99304005
44,04/11/2001,71,2001,26,53.73168169,1.080921598,01/11/2001,13.78618717
45,11/11/2001,62,2001,29,53.52300494,1.080494872,01/11/2001,13.78618717
46,18/11/2001,60,2001,34,52.8829145,1.078551416,01/11/2001,13.78618717
47,25/11/2001,89,2001,36,45.5005677,1.068815551,01/11/2001,13.78618717
48,02/12/2001,104,2001,35,51.20102146,1.078753743,01/12/2001,15.69369693
49,09/12/2001,94,2001,36,55.64464311,1.085943963,01/12/2001,15.69369693
50,16/12/2001,59,2001,27,55.74862718,1.088368476,01/12/2001,15.69369693
51,23/12/2001,30,2001,16,44.63349894,1.068715105,01/12/2001,15.69369693
52,30/12/2001,44,2001,22,39.64044725,1.059994561,01/12/2001,15.69369693
1,07/01/2002,68,2002,34,16.5116415,1.025311089,01/01/2002,17.96890673
2,14/01/2002,82,2002,31,-0.709088766,0.998876846,01/01/2002,17.96890673
3,21/01/2002,54,2002,28,-2.948196415,0.995909827,01/01/2002,17.96890673
4,28/01/2002,39,2002,29,-20.18305381,0.968352581,01/01/2002,17.96890673
5,04/02/2002,40,2002,29,4.054711321,0.999314041,01/02/2002,18.72373737
6,11/02/2002,45,2002,30,8.057307106,1.011506558,01/02/2002,18.72373737
7,18/02/2002,84,2002,30,-1.519900098,0.993592202,01/02/2002,18.72373737
8,25/02/2002,96,2002,39,-0.400105114,0.998489602,01/02/2002,18.72373737
9,04/03/2002,102,2002,41,-9.38984488,0.985535177,01/03/2002,20.13712322
10,11/03/2002,120,2002,43,-6.967163819,0.988572548,01/03/2002,20.13712322
11,18/03/2002,132,2002,45,6.651803055,1.010072976,01/03/2002,20.13712322
12,25/03/2002,132,2002,44,-0.527508095,1.000357118,01/03/2002,20.13712322
13,01/04/2002,97,2002,43,-2.274951449,0.996311412,01/04/2002,20.81850722
14,08/04/2002,132,2002,47,-7.774307408,0.989016014,01/04/2002,20.81850722
15,15/04/2002,142,2002,45,-2.951901137,0.99637978,01/04/2002,20.81850722
16,22/04/2002,175,2002,51,-3.138072527,0.995547054,01/04/2002,20.81850722
17,29/04/2002,145,2002,47,2.582150582,1.003687655,01/04/2002,20.81850722
18,06/05/2002,99,2002,44,12.68627301,1.01858156,01/05/2002,21.10788008
19,13/05/2002,141,2002,47,4.598936582,1.006714039,01/05/2002,21.10788008
20,20/05/2002,120,2002,46,-1.415155831,0.99730577,01/05/2002,21.10788008
21,27/05/2002,108,2002,42,2.326839848,1.002923477,01/05/2002,21.10788008
22,03/06/2002,158,2002,47,6.650796376,1.009134037,01/06/2002,23.4162473
23,10/06/2002,158,2002,48,12.53660377,1.018059534,01/06/2002,23.4162473
24,17/06/2002,153,2002,52,9.35531051,1.012920454,01/06/2002,23.4162473
25,24/06/2002,123,2002,47,14.00868792,1.019699761,01/06/2002,23.4162473
26,01/07/2002,160,2002,49,23.4205783,1.033832542,01/07/2002,22.94542624
27,08/07/2002,149,2002,53,24.93303637,1.035901411,01/07/2002,22.94542624
28,15/07/2002,148,2002,53,27.49424111,1.039237533,01/07/2002,22.94542624
29,22/07/2002,168,2002,52,26.00765977,1.037199301,01/07/2002,22.94542624
30,29/07/2002,178,2002,51,25.02130461,1.036495416,01/07/2002,22.94542624
31,05/08/2002,121,2002,52,17.53388253,1.02615552,01/08/2002,20.72080291
32,12/08/2002,142,2002,50,11.41758321,1.016882336,01/08/2002,20.72080291
33,19/08/2002,73,2002,35,6.079073408,1.008987384,01/08/2002,20.72080291
34,26/08/2002,115,2002,38,3.955521786,1.005946859,01/08/2002,20.72080291
35,02/09/2002,84,2002,36,6.643303915,1.010314734,01/09/2002,19.20472889
36,09/09/2002,79,2002,37,4.873554899,1.007166549,01/09/2002,19.20472889
37,16/09/2002,129,2002,35,2.235028546,1.002974121,01/09/2002,19.20472889
38,23/09/2002,109,2002,39,-19.23015426,0.971921372,01/09/2002,19.20472889
39,30/09/2002,125,2002,38,-16.49335558,0.975495507,01/10/2002,16.53160839
40,07/10/2002,92,2002,40,-12.56103929,0.980836952,01/10/2002,16.53160839
41,14/10/2002,113,2002,41,12.74355555,1.019140844,01/10/2002,16.53160839
42,21/10/2002,82,2002,38,41.9256015,1.0639817,01/10/2002,16.53160839
43,28/10/2002,55,2002,28,49.80902963,1.07886995,01/10/2002,16.53160839
44,04/11/2002,49,2002,25,52.55250492,1.079740932,01/11/2002,15.44212518
45,11/11/2002,30,2002,19,34.07930301,1.053001578,01/11/2002,15.44212518
46,18/11/2002,58,2002,31,9.113171434,1.014753833,01/11/2002,15.44212518
47,25/11/2002,50,2002,29,1.242375413,1.00115572,01/11/2002,15.44212518
48,02/12/2002,35,2002,24,-5.47661463,0.990675157,01/12/2002,17.7000292
49,09/12/2002,74,2002,32,-8.592673,0.986468648,01/12/2002,17.7000292
50,16/12/2002,73,2002,32,4.580589357,1.005937726,01/12/2002,17.7000292
51,23/12/2002,77,2002,35,35.57128587,1.054203802,01/12/2002,17.7000292
52,30/12/2002,46,2002,34,32.57294198,1.050588338,01/12/2002,17.7000292
1,07/01/2003,70,2003,33,28.33087993,1.043052274,01/01/2003,19.95937371
2,14/01/2003,38,2003,29,18.82461467,1.028762236,01/01/2003,19.95937371
3,21/01/2003,125,2003,40,-0.029136741,1.00031477,01/01/2003,19.95937371
4,28/01/2003,84,2003,38,-6.064568352,0.99120243,01/01/2003,19.95937371
5,04/02/2003,110,2003,44,-3.920266474,0.994291081,01/02/2003,19.53690117
6,11/02/2003,81,2003,34,-1.052555738,0.998814826,01/02/2003,19.53690117
7,18/02/2003,86,2003,39,16.46705936,1.027569057,01/02/2003,19.53690117
8,25/02/2003,78,2003,42,24.98057249,1.040969412,01/02/2003,19.53690117
9,04/03/2003,102,2003,37,23.24311338,1.035775593,01/03/2003,21.22807141
10,11/03/2003,173,2003,54,10.6951674,1.016929669,01/03/2003,21.22807141
11,18/03/2003,188,2003,54,-7.004015626,0.988917734,01/03/2003,21.22807141
12,25/03/2003,156,2003,54,-8.265358449,0.986566149,01/03/2003,21.22807141
13,01/04/2003,223,2003,67,-18.17348586,0.9706263,01/04/2003,22.19520716
14,08/04/2003,191,2003,68,-26.12210264,0.958896902,01/04/2003,22.19520716
15,15/04/2003,158,2003,64,-28.05438628,0.956127141,01/04/2003,22.19520716
16,22/04/2003,131,2003,60,0.05313531,1.000924692,01/04/2003,22.19520716
17,29/04/2003,153,2003,63,10.5232037,1.017562993,01/04/2003,22.19520716
18,06/05/2003,201,2003,66,9.358963931,1.015983826,01/05/2003,21.01742333
19,13/05/2003,186,2003,69,-1.231659688,0.998847969,01/05/2003,21.01742333
20,20/05/2003,138,2003,62,-2.390715982,0.997159581,01/05/2003,21.01742333
21,27/05/2003,212,2003,69,-8.036787886,0.98829883,01/05/2003,21.01742333
22,03/06/2003,207,2003,73,-3.54863914,0.994925869,01/06/2003,21.03590589
23,10/06/2003,232,2003,71,-10.14978157,0.984654925,01/06/2003,21.03590589
24,17/06/2003,198,2003,74,-13.40553481,0.978517379,01/06/2003,21.03590589
25,24/06/2003,179,2003,69,-18.10803577,0.971728432,01/06/2003,21.03590589
26,01/07/2003,186,2003,72,-17.99591518,0.97164338,01/07/2003,20.01951719
27,08/07/2003,218,2003,69,-25.06382607,0.960232006,01/07/2003,20.01951719
28,15/07/2003,83,2003,58,-24.7684783,0.960542781,01/07/2003,20.01951719
29,22/07/2003,156,2003,62,-40.11235557,0.938819849,01/07/2003,20.01951719
30,29/07/2003,196,2003,64,-36.855655,0.942484408,01/07/2003,20.01951719
31,05/08/2003,204,2003,70,-39.48213814,0.93879421,01/08/2003,19.00698582
32,12/08/2003,145,2003,50,-42.67031611,0.934984594,01/08/2003,19.00698582
33,19/08/2003,223,2003,71,-45.40630198,0.930628772,01/08/2003,19.00698582
34,26/08/2003,155,2003,70,-57.27561331,0.912063062,01/08/2003,19.00698582
35,02/09/2003,191,2003,72,-51.88428076,0.91915885,01/09/2003,18.76734306
36,09/09/2003,178,2003,74,-53.5212705,0.917178672,01/09/2003,18.76734306
37,16/09/2003,147,2003,68,-50.03390984,0.919695062,01/09/2003,18.76734306
38,23/09/2003,157,2003,77,-25.3936907,0.958902171,01/09/2003,18.76734306
39,30/09/2003,143,2003,62,2.958716022,1.003099621,01/10/2003,14.524896
40,07/10/2003,163,2003,70,6.59489728,1.009440255,01/10/2003,14.524896
41,14/10/2003,144,2003,68,21.47325168,1.033861414,01/10/2003,14.524896
42,21/10/2003,121,2003,44,57.13730838,1.094741512,01/10/2003,14.524896
43,28/10/2003,148,2003,52,58.10195964,1.093931098,01/10/2003,14.524896
44,04/11/2003,113,2003,43,35.48731781,1.057598409,01/11/2003,12.06558878
45,11/11/2003,94,2003,38,33.3047753,1.053415393,01/11/2003,12.06558878
46,18/11/2003,97,2003,42,60.45071895,1.099525742,01/11/2003,12.06558878
47,25/11/2003,44,2003,20,75.1832001,1.126959415,01/11/2003,12.06558878
48,02/12/2003,105,2003,33,90.02460364,1.150084435,01/12/2003,10.85655528
49,09/12/2003,96,2003,33,70.96489631,1.117287956,01/12/2003,10.85655528
50,16/12/2003,79,2003,28,38.6176917,1.066727603,01/12/2003,10.85655528
51,23/12/2003,127,2003,37,20.68985094,1.035152216,01/12/2003,10.85655528
52,30/12/2003,85,2003,28,8.061336855,1.014276437,01/12/2003,10.85655528
1,07/01/2004,50,2004,27,-16.26013371,0.973595829,01/01/2004,12.41450034
2,14/01/2004,34,2004,21,15.61584635,1.027192695,01/01/2004,12.41450034
3,21/01/2004,77,2004,32,45.14840981,1.076093062,01/01/2004,12.41450034
4,28/01/2004,91,2004,35,56.95018505,1.092145516,01/01/2004,12.41450034
5,04/02/2004,79,2004,28,46.92615535,1.07572807,01/02/2004,12.43051717
6,11/02/2004,59,2004,29,33.27111698,1.05362138,01/02/2004,12.43051717
7,18/02/2004,59,2004,28,27.89964548,1.045795955,01/02/2004,12.43051717
8,25/02/2004,49,2004,22,34.87978955,1.058191593,01/02/2004,12.43051717
9,03/03/2004,75,2004,26,37.55271656,1.060929921,01/03/2004,14.08351749
10,10/03/2004,97,2004,32,34.18901631,1.054928858,01/03/2004,14.08351749
11,17/03/2004,132,2004,32,23.8361105,1.038132296,01/03/2004,14.08351749
12,24/03/2004,99,2004,34,10.80186316,1.017645961,01/03/2004,14.08351749
13,31/03/2004,101,2004,35,15.82558173,1.026152731,01/04/2004,15.77570367
14,07/04/2004,58,2004,28,29.53387882,1.047336537,01/04/2004,15.77570367
15,14/04/2004,95,2004,35,26.81635406,1.04300771,01/04/2004,15.77570367
16,21/04/2004,101,2004,38,27.60818198,1.044009104,01/04/2004,15.77570367
17,28/04/2004,88,2004,33,22.13321351,1.035019858,01/04/2004,15.77570367
18,05/05/2004,86,2004,34,27.58396886,1.043161292,01/05/2004,16.40168736
19,12/05/2004,94,2004,35,15.88637774,1.025023279,01/05/2004,16.40168736
20,19/05/2004,91,2004,36,5.790059376,1.009726774,01/05/2004,16.40168736
21,26/05/2004,139,2004,38,4.589767652,1.007686039,01/05/2004,16.40168736
22,02/06/2004,142,2004,38,-2.603369104,0.996400252,01/06/2004,16.47816352
23,09/06/2004,93,2004,33,-4.901876696,0.993520757,01/06/2004,16.47816352
24,16/06/2004,118,2004,37,-9.078786615,0.986867622,01/06/2004,16.47816352
25,23/06/2004,131,2004,37,-0.71095295,0.998927942,01/06/2004,16.47816352
