week,date,year,uniqueinds,weeklyresid,weeklyreldev,n_weeklyresid,MonthStart,GroupSize,GroupSize_ExcPups
34,26/08/2003,2003,179,-58.67145339,0.913183276,421,01/08/2003,19.00698582,19.00698582
35,02/09/2003,2003,180,-53.95349693,0.91972303,433,01/09/2003,18.76734306,18.75550874
36,09/09/2003,2003,182,-55.9592634,0.916839943,435,01/09/2003,18.76734306,18.75550874
37,16/09/2003,2003,161,-53.37333766,0.919997014,361,01/09/2003,18.76734306,18.75550874
38,23/09/2003,2003,176,-31.55945314,0.952912267,362,01/09/2003,18.76734306,18.75550874
39,30/09/2003,2003,147,-4.397286976,0.993495642,353,01/10/2003,14.524896,14.524896
40,07/10/2003,2003,171,2.107515063,1.00351867,435,01/10/2003,14.524896,14.524896
41,14/10/2003,2003,160,16.28047497,1.024963869,366,01/10/2003,14.524896,14.524896
42,21/10/2003,2003,120,52.4126122,1.081308232,292,01/10/2003,14.524896,14.524896
43,28/10/2003,2003,120,54.21821429,1.082833184,350,01/10/2003,14.524896,14.524896
44,04/11/2003,2003,103,31.18723989,1.047374991,282,01/11/2003,12.06558878,11.92558878
45,11/11/2003,2003,92,24.46597622,1.037494399,236,01/11/2003,12.06558878,11.92558878
46,18/11/2003,2003,104,51.34513976,1.079222258,302,01/11/2003,12.06558878,11.92558878
47,25/11/2003,2003,82,66.73350575,1.101406251,188,01/11/2003,12.06558878,11.92558878
48,02/12/2003,2003,93,81.18878936,1.123737751,281,01/12/2003,10.85655528,10.13396337
49,09/12/2003,2003,92,61.00564149,1.092118594,284,01/12/2003,10.85655528,10.13396337
50,16/12/2003,2003,95,36.7743897,1.056300287,294,01/12/2003,10.85655528,10.13396337
51,23/12/2003,2003,102,17.48317298,1.026996803,345,01/12/2003,10.85655528,10.13396337
52,30/12/2003,2003,92,-1.193820471,0.999407695,313,01/12/2003,10.85655528,10.13396337
1,07/01/2004,2004,90,-24.35992247,0.964163331,183,01/01/2004,12.41450034,10.30199884
2,14/01/2004,2004,69,10.3558219,1.016570753,116,01/01/2004,12.41450034,10.30199884
3,21/01/2004,2004,91,31.38224501,1.048704421,245,01/01/2004,12.41450034,10.30199884
4,28/01/2004,2004,88,42.04323345,1.064209097,252,01/01/2004,12.41450034,10.30199884
5,04/02/2004,2004,87,34.55861734,1.052040451,277,01/02/2004,12.43051717,10.13908708
6,11/02/2004,2004,92,24.46669832,1.03715948,240,01/02/2004,12.43051717,10.13908708
7,18/02/2004,2004,92,18.64505683,1.02827917,252,01/02/2004,12.43051717,10.13908708
8,25/02/2004,2004,89,27.36029347,1.040965857,221,01/02/2004,12.43051717,10.13908708
9,03/03/2004,2004,95,24.93967111,1.037447256,310,01/03/2004,14.08351749,11.73734115
10,10/03/2004,2004,106,18.25377621,1.027786353,385,01/03/2004,14.08351749,11.73734115
11,17/03/2004,2004,105,8.312911297,1.012693276,433,01/03/2004,14.08351749,11.73734115
12,24/03/2004,2004,106,1.796922351,1.003140737,342,01/03/2004,14.08351749,11.73734115
13,31/03/2004,2004,108,7.230604871,1.011048586,391,01/04/2004,15.77570367,12.32769298
14,07/04/2004,2004,94,14.81517709,1.021396526,223,01/04/2004,15.77570367,12.32769298
15,14/04/2004,2004,100,29.01955957,1.042165971,305,01/04/2004,15.77570367,12.32769298
16,21/04/2004,2004,108,26.27048791,1.038518247,308,01/04/2004,15.77570367,12.32769298
17,28/04/2004,2004,102,28.05584177,1.040051247,269,01/04/2004,15.77570367,12.32769298
18,05/05/2004,2004,99,32.00509436,1.046128522,246,01/05/2004,16.40168736,14.64118011
19,12/05/2004,2004,101,22.90071316,1.032515186,284,01/05/2004,16.40168736,14.64118011
20,19/05/2004,2004,109,16.93558767,1.023789973,309,01/05/2004,16.40168736,14.64118011
21,26/05/2004,2004,108,15.65245466,1.02209139,415,01/05/2004,16.40168736,14.64118011
22,02/06/2004,2004,109,6.288921833,1.008584278,426,01/06/2004,16.47816352,15.5353797
23,09/06/2004,2004,101,7.001593501,1.009616821,310,01/06/2004,16.47816352,15.5353797
24,16/06/2004,2004,105,0.144607095,1.000195649,317,01/06/2004,16.47816352,15.5353797
25,23/06/2004,2004,105,10.7829904,1.014862753,400,01/06/2004,16.47816352,15.5353797
26,30/06/2004,2004,101,5.374517449,1.007683287,306,01/07/2004,16.01106215,15.51544811
27,07/07/2004,2004,98,1.620306233,1.002235354,290,01/07/2004,16.01106215,15.51544811
28,14/07/2004,2004,100,-2.055307375,0.99689509,306,01/07/2004,16.01106215,15.51544811
29,21/07/2004,2004,84,-2.22328148,0.996594198,180,01/07/2004,16.01106215,15.51544811
30,28/07/2004,2004,104,-8.993245227,0.987036152,349,01/07/2004,16.01106215,15.51544811
31,04/08/2004,2004,103,-6.404720828,0.990682334,342,01/08/2004,16.47560905,15.7729856
32,11/08/2004,2004,103,-9.320767005,0.986379789,379,01/08/2004,16.47560905,15.7729856
33,18/08/2004,2004,91,-2.101753019,0.996053868,313,01/08/2004,16.47560905,15.7729856
34,25/08/2004,2004,92,-15.6903235,0.977314171,230,01/08/2004,16.47560905,15.7729856
35,01/09/2004,2004,89,-9.099392133,0.986770241,250,01/09/2004,15.62470267,14.68227843
36,08/09/2004,2004,90,-11.10816955,0.983461245,252,01/09/2004,15.62470267,14.68227843
37,15/09/2004,2004,84,-15.17598473,0.97823697,219,01/09/2004,15.62470267,14.68227843
38,22/09/2004,2004,85,-8.797240478,0.987065658,179,01/09/2004,15.62470267,14.68227843
39,29/09/2004,2004,82,13.39656093,1.018015353,184,01/09/2004,15.62470267,14.68227843
40,06/10/2004,2004,85,13.51635256,1.018188094,223,01/10/2004,14.13658807,13.3514688
41,13/10/2004,2004,81,15.4477849,1.021244718,230,01/10/2004,14.13658807,13.3514688
42,20/10/2004,2004,78,17.80711129,1.024730103,198,01/10/2004,14.13658807,13.3514688
43,27/10/2004,2004,70,34.15545962,1.046597702,186,01/10/2004,14.13658807,13.3514688
44,03/11/2004,2004,57,54.18006368,1.073494631,185,01/11/2004,12.90165243,11.37760297
45,10/11/2004,2004,57,34.68292865,1.046449267,151,01/11/2004,12.90165243,11.37760297
46,17/11/2004,2004,54,39.06226727,1.052517398,156,01/11/2004,12.90165243,11.37760297
47,24/11/2004,2004,54,23.65070125,1.032572829,170,01/11/2004,12.90165243,11.37760297
48,01/12/2004,2004,58,18.3188206,1.023890811,195,01/12/2004,12.93738066,11.79897951
49,08/12/2004,2004,60,4.528024409,1.005710753,204,01/12/2004,12.93738066,11.79897951
50,15/12/2004,2004,62,20.70590482,1.02755624,173,01/12/2004,12.93738066,11.79897951
51,22/12/2004,2004,60,19.68218475,1.025818205,117,01/12/2004,12.93738066,11.79897951
52,29/12/2004,2004,68,-8.079523221,0.988269151,201,01/12/2004,12.93738066,11.79897951
1,07/01/2005,2005,65,-29.24633545,0.959182842,156,01/01/2005,13.21313909,11.38414032
2,14/01/2005,2005,59,-40.37574532,0.944215337,144,01/01/2005,13.21313909,11.38414032
3,21/01/2005,2005,56,-23.63502101,0.967923568,114,01/01/2005,13.21313909,11.38414032
4,28/01/2005,2005,46,3.450867198,1.005300384,96,01/01/2005,13.21313909,11.38414032
5,04/02/2005,2005,59,11.0244618,1.015616881,118,01/02/2005,13.5059863,12.58156199
6,11/02/2005,2005,62,3.020717589,1.004408348,176,01/02/2005,13.5059863,12.58156199
7,18/02/2005,2005,61,-6.461488233,0.990454805,166,01/02/2005,13.5059863,12.58156199
8,25/02/2005,2005,78,-0.691605095,0.998373996,189,01/02/2005,13.5059863,12.58156199
9,04/03/2005,2005,86,-4.896713644,0.992337689,251,01/03/2005,14.64940783,13.56270834
10,11/03/2005,2005,101,-15.47365047,0.976379367,268,01/03/2005,14.64940783,13.56270834
11,18/03/2005,2005,105,-20.16441974,0.970013771,337,01/03/2005,14.64940783,13.56270834
12,25/03/2005,2005,104,-1.47264491,0.997186214,281,01/03/2005,14.64940783,13.56270834
13,01/04/2005,2005,102,1.735516441,1.002675592,288,01/04/2005,16.36386244,13.46980992
14,08/04/2005,2005,106,-3.393947333,0.994961657,267,01/04/2005,16.36386244,13.46980992
15,15/04/2005,2005,99,9.301807132,1.013875948,332,01/04/2005,16.36386244,13.46980992
16,22/04/2005,2005,96,10.64718825,1.015991189,246,01/04/2005,16.36386244,13.46980992
17,29/04/2005,2005,104,13.54498197,1.020805165,340,01/04/2005,16.36386244,13.46980992
18,06/05/2005,2005,102,18.49760506,1.027892258,355,01/05/2005,16.47060057,14.39351225
19,13/05/2005,2005,107,12.00583684,1.017894678,341,01/05/2005,16.47060057,14.39351225
20,20/05/2005,2005,114,1.683471595,1.002829697,328,01/05/2005,16.47060057,14.39351225
21,27/05/2005,2005,113,8.536941689,1.012121527,408,01/05/2005,16.47060057,14.39351225
22,03/06/2005,2005,114,8.779483198,1.013410399,415,01/06/2005,16.0277164,15.21604973
23,10/06/2005,2005,106,18.64756426,1.026600269,323,01/06/2005,16.0277164,15.21604973
24,17/06/2005,2005,103,20.14788976,1.028926028,293,01/06/2005,16.0277164,15.21604973
25,24/06/2005,2005,98,12.51368888,1.018149608,239,01/06/2005,16.0277164,15.21604973
26,01/07/2005,2005,113,10.66837156,1.014181271,299,01/07/2005,15.03993193,14.69571196
27,08/07/2005,2005,79,6.175930656,1.008467723,181,01/07/2005,15.03993193,14.69571196
28,15/07/2005,2005,89,-1.873382202,0.996558547,204,01/07/2005,15.03993193,14.69571196
29,22/07/2005,2005,110,-1.905072451,0.996348293,288,01/07/2005,15.03993193,14.69571196
30,29/07/2005,2005,110,-5.298231722,0.992088412,351,01/07/2005,15.03993193,14.69571196
31,05/08/2005,2005,114,-4.186626013,0.993635045,367,01/08/2005,15.94912933,15.16898817
32,12/08/2005,2005,111,-3.893314537,0.994039822,284,01/08/2005,15.94912933,15.16898817
33,19/08/2005,2005,109,-0.860157791,0.999164593,322,01/08/2005,15.94912933,15.16898817
34,26/08/2005,2005,106,-7.102562018,0.990056131,290,01/08/2005,15.94912933,15.16898817
35,02/09/2005,2005,103,-8.226230932,0.988537475,254,01/09/2005,15.85149099,14.84166956
36,09/09/2005,2005,107,0.954915098,1.001821685,322,01/09/2005,15.85149099,14.84166956
37,16/09/2005,2005,104,-8.247694065,0.987718199,258,01/09/2005,15.85149099,14.84166956
38,23/09/2005,2005,117,-17.55608292,0.973816443,370,01/09/2005,15.85149099,14.84166956
39,30/09/2005,2005,113,-3.817738552,0.993529229,296,01/10/2005,16.41967271,14.73670224
40,07/10/2005,2005,111,4.795410473,1.006758866,205,01/10/2005,16.41967271,14.73670224
41,14/10/2005,2005,112,8.051632514,1.011731411,331,01/10/2005,16.41967271,14.73670224
42,21/10/2005,2005,117,14.203818,1.02111325,335,01/10/2005,16.41967271,14.73670224
43,28/10/2005,2005,112,3.713940626,1.005623313,363,01/10/2005,16.41967271,14.73670224
44,04/11/2005,2005,108,7.955914966,1.011551473,310,01/11/2005,16.0893046,14.59134542
45,11/11/2005,2005,111,22.45191089,1.03287805,349,01/11/2005,16.0893046,14.59134542
46,18/11/2005,2005,112,15.50383714,1.02214242,319,01/11/2005,16.0893046,14.59134542
47,25/11/2005,2005,107,5.018721069,1.006709431,249,01/11/2005,16.0893046,14.59134542
48,02/12/2005,2005,97,-5.643628685,0.991207244,209,01/12/2005,16.86262907,15.69189918
49,09/12/2005,2005,126,-16.27150162,0.975246305,447,01/12/2005,16.86262907,15.69189918
50,16/12/2005,2005,129,-33.14955082,0.949334279,444,01/12/2005,16.86262907,15.69189918
51,23/12/2005,2005,134,-42.28752355,0.935015275,450,01/12/2005,16.86262907,15.69189918
52,30/12/2005,2005,130,-53.83179381,0.921295907,240,01/12/2005,16.86262907,15.69189918
1,07/01/2006,2006,111,-14.09678724,0.977635966,332,01/01/2006,17.27114083,15.34805578
2,14/01/2006,2006,105,5.868402173,1.008286333,255,01/01/2006,17.27114083,15.34805578
3,21/01/2006,2006,88,22.29200728,1.031871523,195,01/01/2006,17.27114083,15.34805578
4,28/01/2006,2006,80,41.56162278,1.063073479,204,01/01/2006,17.27114083,15.34805578
5,04/02/2006,2006,87,60.97639188,1.091890703,217,01/02/2006,15.46210079,14.36554094
6,11/02/2006,2006,82,50.95811025,1.077972518,173,01/02/2006,15.46210079,14.36554094
7,18/02/2006,2006,87,48.670284,1.072277454,178,01/02/2006,15.46210079,14.36554094
8,25/02/2006,2006,73,42.24076383,1.061756978,123,01/02/2006,15.46210079,14.36554094
9,04/03/2006,2006,97,32.43812186,1.051506979,193,01/03/2006,15.98705746,14.95937669
10,11/03/2006,2006,105,39.20486765,1.061096009,248,01/03/2006,15.98705746,14.95937669
11,18/03/2006,2006,92,20.92482348,1.034471594,238,01/03/2006,15.98705746,14.95937669
12,25/03/2006,2006,108,36.49287454,1.057784989,260,01/03/2006,15.98705746,14.95937669
13,01/04/2006,2006,96,40.86962282,1.064258299,263,01/04/2006,17.50106108,15.48027665
14,08/04/2006,2006,113,39.60997828,1.062413829,227,01/04/2006,17.50106108,15.48027665
15,15/04/2006,2006,116,32.40776471,1.051344134,227,01/04/2006,17.50106108,15.48027665
16,22/04/2006,2006,115,34.42700871,1.054486058,190,01/04/2006,17.50106108,15.48027665
17,29/04/2006,2006,119,37.80180756,1.059884888,209,01/04/2006,17.50106108,15.48027665
18,06/05/2006,2006,114,36.18547019,1.056534467,221,01/05/2006,18.01002875,16.66390553
19,13/05/2006,2006,129,31.24958971,1.049321809,308,01/05/2006,18.01002875,16.66390553
20,20/05/2006,2006,92,35.80412137,1.055870959,136,01/05/2006,18.01002875,16.66390553
21,27/05/2006,2006,129,11.62735831,1.019636628,257,01/05/2006,18.01002875,16.66390553
22,03/06/2006,2006,130,31.51529172,1.047790773,222,01/06/2006,18.59230769,16.39230769
23,10/06/2006,2006,139,31.17932833,1.04735094,373,01/06/2006,18.59230769,16.39230769
24,17/06/2006,2006,95,33.52925864,1.051526504,195,01/06/2006,18.59230769,16.39230769
25,24/06/2006,2006,94,33.92600677,1.051221498,156,01/06/2006,18.59230769,16.39230769
26,01/07/2006,2006,127,20.65447495,1.03232287,281,01/07/2006,17.93033302,17.64461873
27,08/07/2006,2006,135,23.82343878,1.037299674,281,01/07/2006,17.93033302,17.64461873
28,15/07/2006,2006,123,26.4113158,1.041269683,304,01/07/2006,17.93033302,17.64461873
29,22/07/2006,2006,126,37.00270224,1.058219022,308,01/07/2006,17.93033302,17.64461873
30,29/07/2006,2006,122,31.43457092,1.049014605,310,01/07/2006,17.93033302,17.64461873
31,05/08/2006,2006,83,32.34512884,1.051136353,143,01/08/2006,15.14160117,15.14160117
32,12/08/2006,2006,116,25.39467911,1.040870528,180,01/08/2006,15.14160117,15.14160117
33,19/08/2006,2006,116,20.29171571,1.032414712,216,01/08/2006,15.14160117,15.14160117
34,26/08/2006,2006,111,12.61054495,1.020814238,236,01/08/2006,15.14160117,15.14160117
35,02/09/2006,2006,120,8.053774593,1.015009012,395,01/09/2006,16.2347037,15.51917989
36,09/09/2006,2006,122,-5.845132444,0.994109059,317,01/09/2006,16.2347037,15.51917989
37,16/09/2006,2006,129,-15.62988265,0.978874755,353,01/09/2006,16.2347037,15.51917989
38,23/09/2006,2006,135,-23.54360401,0.966143704,340,01/09/2006,16.2347037,15.51917989
39,30/09/2006,2006,139,-34.45073279,0.94873971,401,01/10/2006,17.27285546,15.74977201
40,07/10/2006,2006,115,-36.89252163,0.945389288,305,01/10/2006,17.27285546,15.74977201
41,14/10/2006,2006,46,-11.82743577,0.982392313,46,01/10/2006,17.27285546,15.74977201
42,21/10/2006,2006,137,8.679714823,1.015128662,413,01/10/2006,17.27285546,15.74977201
43,28/10/2006,2006,135,6.292458067,1.010894199,364,01/10/2006,17.27285546,15.74977201
44,04/11/2006,2006,127,11.49531604,1.018999206,239,01/11/2006,18.03275078,16.79801689
45,11/11/2006,2006,4,31.80251124,1.046878605,4,01/11/2006,18.03275078,16.79801689
46,18/11/2006,2006,138,-16.77376302,0.97514574,400,01/11/2006,18.03275078,16.79801689
47,25/11/2006,2006,112,-13.15277568,0.981265629,285,01/11/2006,18.03275078,16.79801689
48,02/12/2006,2006,145,-28.84846825,0.956722098,465,01/12/2006,17.33876134,17.07013889
49,09/12/2006,2006,129,-40.39830809,0.939321289,363,01/12/2006,17.33876134,17.07013889
50,16/12/2006,2006,126,-51.95647243,0.921466373,339,01/12/2006,17.33876134,17.07013889
51,23/12/2006,2006,150,-62.95145931,0.902415288,389,01/12/2006,17.33876134,17.07013889
52,30/12/2006,2006,142,-11.99622402,0.983406236,318,01/12/2006,17.33876134,17.07013889
1,07/01/2007,2007,144,0.255691373,1.002189617,355,01/01/2007,16.95893454,16.48907196
2,14/01/2007,2007,140,-10.77692391,0.98428778,342,01/01/2007,16.95893454,16.48907196
3,21/01/2007,2007,147,-20.57411093,0.969225988,377,01/01/2007,16.95893454,16.48907196
4,28/01/2007,2007,144,-28.78125325,0.95692835,328,01/01/2007,16.95893454,16.48907196
5,04/02/2007,2007,145,-15.60660515,0.978014242,384,01/02/2007,16.9935244,16.19632896
6,11/02/2007,2007,159,-27.90408142,0.958649927,477,01/02/2007,16.9935244,16.19632896
7,18/02/2007,2007,154,-13.0933927,0.981619195,402,01/02/2007,16.9935244,16.19632896
8,25/02/2007,2007,164,-27.83607825,0.958342704,432,01/02/2007,16.9935244,16.19632896
9,04/03/2007,2007,152,-39.99637157,0.939005846,404,01/03/2007,15.89046333,14.66444922
10,11/03/2007,2007,157,-34.51841312,0.947520431,438,01/03/2007,15.89046333,14.66444922
11,18/03/2007,2007,166,-38.71092604,0.941353139,530,01/03/2007,15.89046333,14.66444922
12,25/03/2007,2007,166,-39.04719806,0.940054802,536,01/03/2007,15.89046333,14.66444922
13,01/04/2007,2007,164,-33.3070956,0.949615549,565,01/04/2007,14.78437022,14.2593992
14,08/04/2007,2007,146,-22.86392674,0.966774605,433,01/04/2007,14.78437022,14.2593992
15,15/04/2007,2007,174,-10.58867216,0.986175832,521,01/04/2007,14.78437022,14.2593992
16,22/04/2007,2007,164,-0.722803647,1.00169256,554,01/04/2007,14.78437022,14.2593992
17,29/04/2007,2007,169,14.46589239,1.026650906,593,01/04/2007,14.78437022,14.2593992
18,06/05/2007,2007,175,16.75661135,1.029857653,579,01/05/2007,15.04639973,14.97973307
19,13/05/2007,2007,176,17.97707818,1.031270195,622,01/05/2007,15.04639973,14.97973307
20,20/05/2007,2007,165,16.57692147,1.028974334,295,01/05/2007,15.04639973,14.97973307
21,27/05/2007,2007,163,5.86766302,1.011937287,474,01/05/2007,15.04639973,14.97973307
22,03/06/2007,2007,169,6.240560715,1.012293048,433,01/06/2007,15.38261955,15.38261955
23,10/06/2007,2007,168,3.647217585,1.008002455,387,01/06/2007,15.38261955,15.38261955
24,17/06/2007,2007,168,-0.806975219,1.000721994,498,01/06/2007,15.38261955,15.38261955
25,24/06/2007,2007,169,-6.849984208,0.990610369,600,01/06/2007,15.38261955,15.38261955
26,01/07/2007,2007,166,-14.12479003,0.978700635,454,01/07/2007,14.11292684,14.11292684
27,08/07/2007,2007,164,-24.60725908,0.961347677,402,01/07/2007,14.11292684,14.11292684
28,15/07/2007,2007,164,-29.89907756,0.953477572,604,01/07/2007,14.11292684,14.11292684
29,22/07/2007,2007,149,-30.64404464,0.952447834,466,01/07/2007,14.11292684,14.11292684
30,29/07/2007,2007,164,-40.59475089,0.935898472,523,01/07/2007,14.11292684,14.11292684
31,05/08/2007,2007,157,-41.0472534,0.934547135,485,01/08/2007,13.85642345,13.85642345
32,12/08/2007,2007,159,-48.18427132,0.923085314,427,01/08/2007,13.85642345,13.85642345
33,19/08/2007,2007,157,-47.27246585,0.924174618,561,01/08/2007,13.85642345,13.85642345
34,26/08/2007,2007,159,-47.83310455,0.923592427,474,01/08/2007,13.85642345,13.85642345
35,02/09/2007,2007,156,-47.33393881,0.925315421,496,01/09/2007,13.77987716,13.77987716
36,09/09/2007,2007,161,-44.52362216,0.928711728,485,01/09/2007,13.77987716,13.77987716
37,16/09/2007,2007,158,-48.53904391,0.920774625,596,01/09/2007,13.77987716,13.77987716
38,23/09/2007,2007,161,-46.24866809,0.924658221,600,01/09/2007,13.77987716,13.77987716
39,30/09/2007,2007,162,-42.00560291,0.932402163,438,01/10/2007,10.67562173,10.67562173
40,07/10/2007,2007,150,-22.0571461,0.964605571,407,01/10/2007,10.67562173,10.67562173
41,14/10/2007,2007,128,16.06546704,1.026210073,293,01/10/2007,10.67562173,10.67562173
42,21/10/2007,2007,112,39.81394928,1.06438081,301,01/10/2007,10.67562173,10.67562173
43,28/10/2007,2007,90,48.99740927,1.078678553,232,01/10/2007,10.67562173,10.67562173
44,04/11/2007,2007,87,44.0439495,1.069250447,256,01/11/2007,8.246834585,8.213867552
45,11/11/2007,2007,80,42.64865281,1.067069385,258,01/11/2007,8.246834585,8.213867552
46,18/11/2007,2007,67,48.18321597,1.075917313,220,01/11/2007,8.246834585,8.213867552
47,25/11/2007,2007,49,54.7168709,1.090691319,105,01/11/2007,8.246834585,8.213867552
48,02/12/2007,2007,63,54.10319661,1.08628831,179,01/12/2007,7.653088948,7.392249788
49,09/12/2007,2007,59,45.41231927,1.072067219,210,01/12/2007,7.653088948,7.392249788
50,16/12/2007,2007,59,61.92567012,1.09787614,183,01/12/2007,7.653088948,7.392249788
51,23/12/2007,2007,53,68.59363286,1.106812226,171,01/12/2007,7.653088948,7.392249788
52,30/12/2007,2007,52,85.23360649,1.136080546,118,01/12/2007,7.653088948,7.392249788
1,07/01/2008,2008,54,71.7289253,1.115710414,162,01/01/2008,8.110418304,6.81498297
2,14/01/2008,2008,55,73.97177268,1.117555334,180,01/01/2008,8.110418304,6.81498297
3,21/01/2008,2008,52,69.58854719,1.111104582,144,01/01/2008,8.110418304,6.81498297
4,28/01/2008,2008,57,57.48801257,1.090911063,167,01/01/2008,8.110418304,6.81498297
5,04/02/2008,2008,56,42.01787422,1.065912061,177,01/02/2008,9.93132532,7.606814982
6,11/02/2008,2008,57,39.01238231,1.062500335,164,01/02/2008,9.93132532,7.606814982
7,18/02/2008,2008,63,21.41699307,1.034113787,199,01/02/2008,9.93132532,7.606814982
8,25/02/2008,2008,57,19.04028259,1.031087113,142,01/02/2008,9.93132532,7.606814982
9,03/03/2008,2008,64,8.369498602,1.014870669,196,01/03/2008,11.20631096,8.694085028
10,10/03/2008,2008,65,5.290370507,1.009494244,150,01/03/2008,11.20631096,8.694085028
11,17/03/2008,2008,63,11.36076769,1.018767552,182,01/03/2008,11.20631096,8.694085028
12,24/03/2008,2008,71,11.39892462,1.018761075,196,01/03/2008,11.20631096,8.694085028
13,31/03/2008,2008,69,5.24306371,1.008479067,268,01/04/2008,11.18422656,9.924860897
14,07/04/2008,2008,75,11.62139742,1.018317871,264,01/04/2008,11.18422656,9.924860897
15,14/04/2008,2008,76,8.04099922,1.012374403,270,01/04/2008,11.18422656,9.924860897
16,21/04/2008,2008,76,9.676088517,1.014526343,218,01/04/2008,11.18422656,9.924860897
17,28/04/2008,2008,79,1.631656642,1.002262635,229,01/04/2008,11.18422656,9.924860897
18,05/05/2008,2008,81,2.119792789,1.003625888,197,01/05/2008,11.04765486,9.702460353
19,12/05/2008,2008,75,17.63379077,1.026908866,229,01/05/2008,11.04765486,9.702460353
20,19/05/2008,2008,54,30.78940126,1.045439486,72,01/05/2008,11.04765486,9.702460353
21,26/05/2008,2008,65,22.5602494,1.034298424,154,01/05/2008,11.04765486,9.702460353
22,02/06/2008,2008,64,48.03865931,1.074483859,156,01/06/2008,11.09769072,10.00927802
23,09/06/2008,2008,74,41.82457303,1.063330289,165,01/06/2008,11.09769072,10.00927802
24,16/06/2008,2008,68,40.46730397,1.062221069,173,01/06/2008,11.09769072,10.00927802
25,23/06/2008,2008,71,40.86080333,1.061330326,162,01/06/2008,11.09769072,10.00927802
26,30/06/2008,2008,65,52.61026158,1.07849984,167,01/07/2008,9.772228444,9.638895111
27,07/07/2008,2008,55,58.92750204,1.088618969,164,01/07/2008,9.772228444,9.638895111
28,14/07/2008,2008,51,55.56204069,1.084615462,141,01/07/2008,9.772228444,9.638895111
29,21/07/2008,2008,51,33.62694675,1.049934996,142,01/07/2008,9.772228444,9.638895111
30,28/07/2008,2008,46,47.64518812,1.07180048,161,01/07/2008,9.772228444,9.638895111
31,04/08/2008,2008,49,44.52272843,1.066113689,161,01/08/2008,9.004051045,8.979164167
32,11/08/2008,2008,50,35.69908286,1.05281442,142,01/08/2008,9.004051045,8.979164167
33,18/08/2008,2008,49,37.40252181,1.053845343,121,01/08/2008,9.004051045,8.979164167
34,25/08/2008,2008,51,23.31362088,1.033627387,136,01/08/2008,9.004051045,8.979164167
35,01/09/2008,2008,65,10.65711194,1.014320639,155,01/09/2008,11.20520635,9.776649327
36,08/09/2008,2008,63,5.417165104,1.007019136,206,01/09/2008,11.20520635,9.776649327
37,15/09/2008,2008,64,-0.042349777,0.999284704,179,01/09/2008,11.20520635,9.776649327
38,22/09/2008,2008,67,4.862438284,1.007279185,241,01/09/2008,11.20520635,9.776649327
39,29/09/2008,2008,63,-0.022980644,1.000026658,244,01/09/2008,11.20520635,9.776649327
40,06/10/2008,2008,67,-5.535774976,0.991836496,230,01/10/2008,11.47793907,9.182077576
41,13/10/2008,2008,62,-6.395776701,0.990518551,230,01/10/2008,11.47793907,9.182077576
42,20/10/2008,2008,56,-20.25543836,0.970479695,195,01/10/2008,11.47793907,9.182077576
43,27/10/2008,2008,49,-13.28196828,0.980890682,178,01/10/2008,11.47793907,9.182077576
44,03/11/2008,2008,36,18.11757516,1.024434753,89,01/11/2008,11.0146111,9.745999867
45,10/11/2008,2008,48,18.32564229,1.026225141,135,01/11/2008,11.0146111,9.745999867
46,17/11/2008,2008,51,5.320248586,1.006402987,173,01/11/2008,11.0146111,9.745999867
47,24/11/2008,2008,46,-2.168168444,0.996260517,105,01/11/2008,11.0146111,9.745999867
48,01/12/2008,2008,43,18.69662751,1.026330567,79,01/12/2008,13.98902887,11.03729187
49,08/12/2008,2008,54,25.83050263,1.035752359,155,01/12/2008,13.98902887,11.03729187
50,15/12/2008,2008,50,13.33248828,1.019099838,123,01/12/2008,13.98902887,11.03729187
51,22/12/2008,2008,53,12.14541893,1.01674534,125,01/12/2008,13.98902887,11.03729187
52,29/12/2008,2008,52,-3.282801943,0.995637335,121,01/12/2008,13.98902887,11.03729187
1,07/01/2009,2009,61,-20.33911141,0.969711957,150,01/01/2009,13.72831914,11.71470473
2,14/01/2009,2009,59,-2.297405966,0.995481489,149,01/01/2009,13.72831914,11.71470473
3,21/01/2009,2009,58,23.07222738,1.03351684,187,01/01/2009,13.72831914,11.71470473
4,28/01/2009,2009,62,33.30458214,1.048651654,196,01/01/2009,13.72831914,11.71470473
5,04/02/2009,2009,65,23.37822247,1.035896261,216,01/02/2009,14.67355295,13.53857711
6,11/02/2009,2009,61,18.6511571,1.028516034,176,01/02/2009,14.67355295,13.53857711
7,18/02/2009,2009,62,9.841132568,1.015335576,181,01/02/2009,14.67355295,13.53857711
8,25/02/2009,2009,68,6.841531108,1.010799537,216,01/02/2009,14.67355295,13.53857711
9,04/03/2009,2009,74,6.823255355,1.009865189,299,01/03/2009,14.98221817,13.05281869
10,11/03/2009,2009,72,10.89053792,1.016060679,289,01/03/2009,14.98221817,13.05281869
11,18/03/2009,2009,69,9.586799152,1.0146038,228,01/03/2009,14.98221817,13.05281869
12,25/03/2009,2009,75,11.38672706,1.017010615,312,01/03/2009,14.98221817,13.05281869
13,01/04/2009,2009,81,0.77146961,1.000977574,278,01/04/2009,15.34526561,14.44199782
14,08/04/2009,2009,92,5.607679773,1.008036049,293,01/04/2009,15.34526561,14.44199782
15,15/04/2009,2009,87,-5.20246102,0.99208706,252,01/04/2009,15.34526561,14.44199782
